"","samp_ev","exp","grp_typ","sa","la","wi","tot_ct","bmn_pgml"
"1","YBP2","IC","chlorophyte actinastrum",2.5,12.5,NA,80,8.75568572143099
"2","YBP2","FC","chlorophyte actinastrum",2.5,12.5,NA,50,12.5612368944213
"3","YBP2","T24","chlorophyte actinastrum",2.5,12.5,NA,10,3.21643836278107
"4","SJR1","FC","chlorophyte colonial",8,8,NA,6,10.7329249822419
"5","SJR1","FC","chlorophyte colonial",12,12,NA,1,5.62763155281812
"6","SJR1","FC","chlorophyte colonial",24,24,NA,2,76.0316332366991
"7","SJR1","T24","chlorophyte colonial",32,32,NA,1,101.343734194413
"8","YBP1","FC","chlorophyte colonial",12,12,NA,4,20.9132744297997
"9","WLD2","IC","chlorophyte colonial",6,6,NA,2,2.24537693910573
"10","WLD2","IC","chlorophyte colonial",6,12,NA,2,1.47217007256309
"11","WLD2","IC","chlorophyte colonial",16,16,NA,1,12.1687155029632
"12","WLD2","FC","chlorophyte colonial",10,10,NA,2,6.51245453222967
"13","WLD2","FC","chlorophyte colonial",12,12,NA,2,11.4004631211074
"14","WLD2","T24","chlorophyte colonial",8,8,NA,1,1.68118254523198
"15","LSZ2","IC","chlorophyte colonial",32,104,NA,1,89.0853374134241
"16","LSZ2","IC","chlorophyte colonial",40,40,NA,1,167.032790213318
"17","LSZ2","FC","chlorophyte colonial",10,10,NA,4,12.3767442733828
"18","LSZ2","FC","chlorophyte colonial",32,32,NA,1,89.1824860910832
"19","LSZ2","T24","chlorophyte colonial",4,4,NA,2,0.489655333036106
"20","SJR2","FC","chlorophyte colonial",10,10,NA,13,37.5157069938899
"21","YBP2","IC","chlorophyte colonial",4,16,NA,42,10.6865941931103
"22","YBP2","IC","chlorophyte colonial",6,6,NA,47,64.2154194482626
"23","YBP2","IC","chlorophyte colonial",8,8,NA,77,132.32905388536
"24","YBP2","IC","chlorophyte colonial",8,16,NA,7,8.17687195718037
"25","YBP2","IC","chlorophyte colonial",10,10,NA,19,36.7356039959422
"26","YBP2","IC","chlorophyte colonial",12,12,NA,7,43.8738623621899
"27","YBP2","IC","chlorophyte colonial",16,16,NA,20,74.3319644931244
"28","YBP2","IC","chlorophyte colonial",24,24,NA,4,182.807764801275
"29","YBP2","IC","chlorophyte colonial",32,32,NA,2,214.427209408708
"30","YBP2","IC","chlorophyte colonial",32,104,NA,2,213.260576060456
"31","YBP2","IC","chlorophyte colonial",40,40,NA,1,247.252485513136
"32","YBP2","IC","chlorophyte colonial",64,64,NA,1,788.159701176486
"33","YBP2","FC","chlorophyte colonial",4,4,NA,21,12.3732771264902
"34","YBP2","FC","chlorophyte colonial",12,12,NA,20,155.073980957805
"35","YBP2","FC","chlorophyte colonial",16,16,NA,82,1311.88388849117
"36","YBP2","FC","chlorophyte colonial",24,24,NA,3,184.030635564141
"37","YBP2","FC","chlorophyte colonial",32,32,NA,13,1639.90426985466
"38","YBP2","T24","chlorophyte colonial",6,6,NA,5,15.6811795002562
"39","YBP2","T24","chlorophyte colonial",6,12,NA,3,7.00149911151085
"40","YBP2","T24","chlorophyte colonial",10,10,NA,88,373.790689152085
"41","YBP2","T24","chlorophyte colonial",12,12,NA,3,26.1715641042912
"42","SJR1","IC","chlorophyte other",10,10,NA,6,18.2308563329072
"43","WLD2","IC","chlorophyte other",16,16,NA,1,12.1687155029632
"44","WLD2","T24","chlorophyte other",10,10,NA,11,29.9556060389731
"45","LSZ2","T24","chlorophyte other",10,10,NA,1,3.37458465577518
"46","YBP2","FC","chlorophyte other",10,10,NA,17,79.6543938468444
"47","LSZ2","IC","chlorophyte pediastrum",40,40,40,1,225.340592967432
"48","YBP2","IC","chlorophyte pediastrum",40,40,40,3,1015.09623385029
"49","YBP2","FC","chlorophyte pediastrum",16,16,16,7,265.163410045223
"50","SJR1","IC","chlorophyte scenedesmus",4,4,NA,3,0.719685741192725
"51","SJR1","IC","chlorophyte scenedesmus",4,8,NA,7,3.06404231975411
"52","SJR1","FC","chlorophyte scenedesmus",4,8,NA,3,1.37075268588933
"53","SJR1","T24","chlorophyte scenedesmus",4,8,NA,3,1.55597669459363
"54","SJR1","T24","chlorophyte scenedesmus",6,8,NA,11,11.2986535230457
"55","YBP1","IC","chlorophyte scenedesmus",4,4,NA,23,2.50419345088537
"56","YBP1","IC","chlorophyte scenedesmus",8,10,NA,3,6.30220962713554
"57","YBP1","FC","chlorophyte scenedesmus",4,4,NA,22,2.39627102178392
"58","YBP1","FC","chlorophyte scenedesmus",4,8,NA,7,2.80926174922989
"59","YBP1","FC","chlorophyte scenedesmus",8,12,NA,5,11.0169658825401
"60","YBP1","FC","chlorophyte scenedesmus",16,32,NA,1,24.5305503322316
"61","YBP1","T24","chlorophyte scenedesmus",4,4,NA,16,1.79593265649352
"62","YBP1","T24","chlorophyte scenedesmus",6,6,NA,5,3.47278164347369
"63","WLD2","IC","chlorophyte scenedesmus",4,6,NA,11,1.85462240337699
"64","WLD2","FC","chlorophyte scenedesmus",4,6,NA,3,1.10553196463212
"65","WLD2","FC","chlorophyte scenedesmus",4,8,NA,5,2.23398644609241
"66","WLD2","T24","chlorophyte scenedesmus",4,6,NA,3,0.979444710059967
"67","WLD2","T24","chlorophyte scenedesmus",4,8,NA,10,2.20411108654019
"68","LSZ2","IC","chlorophyte scenedesmus",4,6,NA,5,1.55658294199153
"69","LSZ2","IC","chlorophyte scenedesmus",8,10,NA,2,4.2410061457909
"70","LSZ2","FC","chlorophyte scenedesmus",4,6,NA,6,1.04798190691819
"71","LSZ2","FC","chlorophyte scenedesmus",14,20,NA,3,34.2577675568689
"72","LSZ2","T24","chlorophyte scenedesmus",10,16,NA,4,19.9361945440795
"73","LSZ2","T24","chlorophyte scenedesmus",16,24,NA,1,18.559916193189
"74","SJR2","IC","chlorophyte scenedesmus",4,4,NA,8,0.935699900050487
"75","SJR2","IC","chlorophyte scenedesmus",6,14,NA,9,13.9584217902555
"76","SJR2","IC","chlorophyte scenedesmus",16,32,NA,2,24.2631570212019
"77","SJR2","FC","chlorophyte scenedesmus",4,4,NA,2,0.490191060971594
"78","SJR2","FC","chlorophyte scenedesmus",4,8,NA,10,4.25491108397382
"79","SJR2","FC","chlorophyte scenedesmus",12,16,NA,1,7.36494968291248
"80","SJR2","FC","chlorophyte scenedesmus",16,32,NA,1,24.3160755752285
"81","SJR2","T24","chlorophyte scenedesmus",4,4,NA,2,0.488587382473323
"82","SJR2","T24","chlorophyte scenedesmus",4,6,NA,1,0.372116217650719
"83","SJR2","T24","chlorophyte scenedesmus",4,8,NA,6,2.63374978435133
"84","YBP2","IC","chlorophyte scenedesmus",4,6,NA,48,9.31659562313002
"85","YBP2","IC","chlorophyte scenedesmus",6,6,NA,1,1.00151466072422
"86","YBP2","IC","chlorophyte scenedesmus",8,12,NA,8,27.3837772780701
"87","YBP2","IC","chlorophyte scenedesmus",10,16,NA,7,40.8151091334489
"88","YBP2","IC","chlorophyte scenedesmus",14,20,NA,2,29.1990029282279
"89","YBP2","IC","chlorophyte scenedesmus",16,24,NA,3,65.1595055909778
"90","YBP2","IC","chlorophyte scenedesmus",16,32,NA,4,111.235500197937
"91","YBP2","FC","chlorophyte scenedesmus",4,6,NA,62,16.1613322215781
"92","YBP2","FC","chlorophyte scenedesmus",12,16,NA,3,34.2141773229227
"93","YBP2","FC","chlorophyte scenedesmus",16,24,NA,2,98.8418068959316
"94","YBP2","FC","chlorophyte scenedesmus",16,32,NA,1,67.5446543756347
"95","YBP2","T24","chlorophyte scenedesmus",4,4,NA,26,6.13171309407782
"96","YBP2","T24","chlorophyte scenedesmus",4,6,NA,41,20.207657823502
"97","YBP2","T24","chlorophyte scenedesmus",4,8,NA,14,18.1972807097643
"98","YBP2","T24","chlorophyte scenedesmus",6,8,NA,8,21.8280616288295
"99","SJR1","IC","ciliate cone",24,24,NA,261,2478.56607571081
"100","SJR1","IC","ciliate cone",32,36,NA,3,221.972196259454
"101","SJR1","FC","ciliate cone",24,24,NA,275,3143.88124749351
"102","SJR1","FC","ciliate cone",32,36,NA,5,452.655508197576
"103","SJR1","T24","ciliate cone",24,24,NA,77,820.486404127525
"104","YBP1","IC","ciliate cone",24,24,NA,85,855.507429948318
"105","YBP1","FC","ciliate cone",24,24,NA,429,4070.26077937213
"106","YBP1","FC","ciliate cone",24,40,NA,131,5900.21212410048
"107","YBP1","FC","ciliate cone",32,56,NA,1,130.557324370077
"108","YBP1","T24","ciliate cone",24,24,NA,105,1574.13458686617
"109","WLD2","IC","ciliate cone",24,24,NA,63,628.862133681719
"110","WLD2","FC","ciliate cone",24,24,NA,351,3546.17326194538
"111","WLD2","FC","ciliate cone",24,40,NA,7,377.464328056694
"112","WLD2","FC","ciliate cone",32,36,NA,2,167.370336161615
"113","WLD2","T24","ciliate cone",24,24,NA,76,741.375284050872
"114","WLD2","T24","ciliate cone",24,40,NA,1,51.2362776510143
"115","WLD2","T24","ciliate cone",40,48,NA,1,161.146452830311
"116","LSZ2","IC","ciliate cone",24,24,NA,160,1548.95626575545
"117","LSZ2","FC","ciliate cone",24,24,NA,575,5626.08320403988
"118","LSZ2","FC","ciliate cone",32,36,NA,2,165.362622205478
"119","LSZ2","FC","ciliate cone",40,48,NA,5,424.375444198797
"120","LSZ2","T24","ciliate cone",24,24,NA,102,1028.57412864964
"121","LSZ2","T24","ciliate cone",32,56,NA,1,133.784676884105
"122","SJR2","IC","ciliate cone",24,24,NA,133,1327.78402146556
"123","SJR2","IC","ciliate cone",24,40,NA,4,206.416801782242
"124","SJR2","FC","ciliate cone",24,24,NA,151,4433.13107903709
"125","SJR2","FC","ciliate cone",24,40,NA,1,52.5891832831065
"126","SJR2","T24","ciliate cone",24,24,NA,47,1407.39140463983
"127","YBP2","IC","ciliate cone",24,24,NA,210,3882.56500009508
"128","YBP2","FC","ciliate cone",16,24,NA,42,774.617792018925
"129","YBP2","FC","ciliate cone",32,56,NA,1,359.488443241225
"130","YBP2","FC","ciliate cone",40,48,NA,2,574.126655412771
"131","YBP2","T24","ciliate cone",12,20,NA,11,213.221830975303
"132","YBP2","T24","ciliate cone",16,24,NA,23,303.067557747337
"133","YBP2","T24","ciliate cone",32,36,NA,4,968.328931518276
"134","YBP2","T24","ciliate cone",40,48,NA,3,841.118017361345
"135","YBP1","IC","ciliate oblong",16,48,NA,1,54.8377332409826
"136","WLD2","IC","ciliate oblong",8,40,NA,3,17.744316761911
"137","WLD2","IC","ciliate oblong",12,56,NA,1,37.4721223779589
"138","WLD2","FC","ciliate oblong",8,20,NA,6,35.6370236515769
"139","WLD2","FC","ciliate oblong",8,72,NA,2,42.7810517173521
"140","WLD2","FC","ciliate oblong",12,32,NA,3,63.5461978081871
"141","WLD2","FC","ciliate oblong",16,32,NA,4,155.608365336605
"142","WLD2","FC","ciliate oblong",16,48,NA,4,222.135620457764
"143","WLD2","FC","ciliate oblong",40,72,NA,1,536.166214053623
"144","WLD2","T24","ciliate oblong",8,20,NA,1,5.67196360647538
"145","WLD2","T24","ciliate oblong",12,32,NA,2,20.8169576915248
"146","LSZ2","FC","ciliate oblong",40,56,NA,1,397.552742503225
"147","SJR2","IC","ciliate oblong",12,32,NA,1,21.416329735135
"148","YBP2","IC","ciliate oblong",16,48,NA,1,70.3530919019434
"149","YBP2","IC","ciliate oblong",20,64,NA,1,144.857775312645
"150","YBP2","IC","ciliate oblong",72,80,NA,1,2646.28744983874
"151","YBP2","IC","ciliate oblong",80,120,NA,1,4115.56178355466
"152","YBP2","FC","ciliate oblong",16,24,NA,6,232.47173338023
"153","YBP2","FC","ciliate oblong",20,64,NA,1,191.053400628799
"154","YBP2","FC","ciliate oblong",40,56,NA,2,2181.88004528072
"155","YBP2","FC","ciliate oblong",40,72,NA,1,839.297415592164
"156","YBP2","T24","ciliate oblong",16,24,NA,1,88.6311821124173
"157","YBP1","FC","ciliate other",19.2,32,NA,2,107.765684905552
"158","WLD2","FC","ciliate other",32,40,NA,1,185.041088106307
"159","WLD2","T24","ciliate other",16,24,NA,2,52.5155996556627
"160","SJR1","IC","ciliate other odd shape",32,136,NA,1,615.586283328461
"161","WLD2","FC","ciliate other odd shape",32,136,NA,1,646.201032577696
"162","YBP2","FC","ciliate other odd shape",32,136,NA,1,1011.54239558483
"163","SJR1","IC","ciliate round",5.5,5.5,NA,6,1.59024888735089
"164","SJR1","IC","ciliate round",9.5,9.5,NA,88,109.548804811289
"165","SJR1","IC","ciliate round",14,14,NA,75,289.833814343555
"166","SJR1","IC","ciliate round",24,24,NA,13,399.777855846168
"167","SJR1","IC","ciliate round",48,48,NA,1,439.048092691601
"168","SJR1","IC","ciliate round",56,56,NA,2,1529.73450375415
"169","SJR1","FC","ciliate round",5.5,5.5,NA,112,30.3948066646769
"170","SJR1","FC","ciliate round",9.5,9.5,NA,71,108.904613928203
"171","SJR1","FC","ciliate round",14,14,NA,186,862.971451612907
"172","SJR1","FC","ciliate round",24,24,NA,12,376.828035757744
"173","SJR1","FC","ciliate round",48,48,NA,1,487.443928252415
"174","SJR1","T24","ciliate round",5.5,5.5,NA,6,1.75937577127221
"175","SJR1","T24","ciliate round",9.5,9.5,NA,24,34.0968133511396
"176","SJR1","T24","ciliate round",14,14,NA,41,183.403582964586
"177","SJR1","T24","ciliate round",24,24,NA,10,220.742646696381
"178","YBP1","IC","ciliate round",5.5,5.5,NA,9,2.37851504064257
"179","YBP1","IC","ciliate round",9.5,9.5,NA,35,45.5754421729822
"180","YBP1","IC","ciliate round",14,14,NA,26,106.803247228394
"181","YBP1","IC","ciliate round",24,24,NA,15,463.295905043501
"182","YBP1","IC","ciliate round",40,40,NA,4,564.526754319283
"183","YBP1","IC","ciliate round",48,48,NA,1,492.818172224327
"184","YBP1","FC","ciliate round",5.5,5.5,NA,47,11.8710911689945
"185","YBP1","FC","ciliate round",9.5,9.5,NA,199,245.185702213138
"186","YBP1","FC","ciliate round",14,14,NA,128,495.991053913022
"187","YBP1","FC","ciliate round",24,24,NA,15,444.075777313429
"188","YBP1","FC","ciliate round",36,36,NA,2,416.947216557401
"189","YBP1","FC","ciliate round",40,40,NA,1,275.422392237396
"190","YBP1","FC","ciliate round",48,48,NA,1,471.782996503699
"191","YBP1","T24","ciliate round",5.5,5.5,NA,24,6.15337399308934
"192","YBP1","T24","ciliate round",9.5,9.5,NA,106,134.94169005138
"193","YBP1","T24","ciliate round",14,14,NA,56,224.558237187877
"194","YBP1","T24","ciliate round",24,24,NA,49,2782.6433435647
"195","YBP1","T24","ciliate round",40,40,NA,6,839.319206216924
"196","WLD2","IC","ciliate round",5.5,5.5,NA,8,2.12627495114552
"197","WLD2","IC","ciliate round",9.5,9.5,NA,54,69.1655176115451
"198","WLD2","IC","ciliate round",14,14,NA,35,143.502277488522
"199","WLD2","IC","ciliate round",24,24,NA,15,306.283212278346
"200","WLD2","IC","ciliate round",36,36,NA,1,200.480517775275
"201","WLD2","IC","ciliate round",40,40,NA,3,425.893005129098
"202","WLD2","FC","ciliate round",5.5,5.5,NA,71,18.6616383832878
"203","WLD2","FC","ciliate round",9.5,9.5,NA,144,188.913685126725
"204","WLD2","FC","ciliate round",14,14,NA,72,301.250030187775
"205","WLD2","FC","ciliate round",24,24,NA,25,785.45479925593
"206","WLD2","FC","ciliate round",40,40,NA,3,441.378441287078
"207","WLD2","FC","ciliate round",48,48,NA,1,515.055865375489
"208","WLD2","T24","ciliate round",5.5,5.5,NA,24,6.14069028368263
"209","WLD2","T24","ciliate round",9.5,9.5,NA,75,93.3453170613588
"210","WLD2","T24","ciliate round",14,14,NA,20,79.7619220405621
"211","WLD2","T24","ciliate round",40,40,NA,1,266.391228001754
"212","LSZ2","IC","ciliate round",5.5,5.5,NA,7,1.82854545338615
"213","LSZ2","IC","ciliate round",9.5,9.5,NA,15,19.1272310919037
"214","LSZ2","IC","ciliate round",14,14,NA,17,68.5391826942172
"215","LSZ2","IC","ciliate round",24,24,NA,2,124.458421360148
"216","LSZ2","FC","ciliate round",5.5,5.5,NA,5,2.00658920892299
"217","LSZ2","FC","ciliate round",9.5,9.5,NA,76,98.3803908112838
"218","LSZ2","FC","ciliate round",14,14,NA,54,221.157261341761
"219","LSZ2","FC","ciliate round",24,24,NA,18,546.963356759977
"220","LSZ2","T24","ciliate round",5.5,5.5,NA,3,1.22795129621035
"221","LSZ2","T24","ciliate round",9.5,9.5,NA,25,33.3569406908987
"222","LSZ2","T24","ciliate round",14,14,NA,17,70.988811278317
"223","LSZ2","T24","ciliate round",24,24,NA,3,192.370562142859
"224","LSZ2","T24","ciliate round",40,40,NA,4,1153.38909186144
"225","LSZ2","T24","ciliate round",48,48,NA,3,1441.56795481493
"226","SJR2","IC","ciliate round",5.5,5.5,NA,1,0.811904626183299
"227","SJR2","IC","ciliate round",9.5,9.5,NA,25,32.8663180579935
"228","SJR2","IC","ciliate round",14,14,NA,28,115.367619166549
"229","SJR2","IC","ciliate round",40,40,NA,5,698.618349338821
"230","SJR2","FC","ciliate round",5.5,5.5,NA,9,2.39893505581881
"231","SJR2","FC","ciliate round",9.5,9.5,NA,52,67.7424018684917
"232","SJR2","FC","ciliate round",14,14,NA,69,281.095631852223
"233","SJR2","FC","ciliate round",24,24,NA,309,9002.39384171362
"234","SJR2","FC","ciliate round",40,40,NA,3,841.573557398829
"235","SJR2","T24","ciliate round",5.5,5.5,NA,5,2.00196912347744
"236","SJR2","T24","ciliate round",9.5,9.5,NA,23,30.3097112023007
"237","SJR2","T24","ciliate round",14,14,NA,8,33.6059190215431
"238","SJR2","T24","ciliate round",24,24,NA,69,2049.75609642406
"239","SJR2","T24","ciliate round",40,40,NA,2,284.876094215612
"240","YBP2","IC","ciliate round",5.5,5.5,NA,44,14.6864397464061
"241","YBP2","IC","ciliate round",9.5,9.5,NA,64,109.93634678922
"242","YBP2","IC","ciliate round",14,14,NA,84,454.1509978912
"243","YBP2","IC","ciliate round",24,24,NA,109,9418.4053231301
"244","YBP2","IC","ciliate round",40,40,NA,2,388.823130653162
"245","YBP2","IC","ciliate round",48,48,NA,3,1792.15602652454
"246","YBP2","IC","ciliate round",120,120,NA,2,17981.2932437343
"247","YBP2","FC","ciliate round",5.5,5.5,NA,4,3.11617730967301
"248","YBP2","FC","ciliate round",9.5,9.5,NA,146,444.483874148408
"249","YBP2","FC","ciliate round",14,14,NA,80,733.717496461046
"250","YBP2","FC","ciliate round",24,24,NA,134,7941.31887013969
"251","YBP2","FC","ciliate round",36,36,NA,1,344.866991688175
"252","YBP2","FC","ciliate round",40,40,NA,9,4855.18021003502
"253","YBP2","FC","ciliate round",120,120,NA,9,76919.0811444302
"254","YBP2","T24","ciliate round",5.5,5.5,NA,19,24.4473561440575
"255","YBP2","T24","ciliate round",9.5,9.5,NA,14,54.6492769254643
"256","YBP2","T24","ciliate round",14,14,NA,28,428.938878279188
"257","YBP2","T24","ciliate round",24,24,NA,12,1112.31964273956
"258","YBP2","T24","ciliate round",40,40,NA,21,17786.7022255282
"259","YBP2","T24","ciliate round",48,48,NA,1,1443.1009304819
"260","SJR1","IC","cyanobacteria aphanizomenon",6,72,NA,1,16.2138724752475
"261","SJR1","IC","cyanobacteria aphanizomenon",8,80,NA,16,457.534320289172
"262","SJR1","FC","cyanobacteria aphanizomenon",8,80,NA,3,95.2439764449291
"263","SJR1","FC","cyanobacteria aphanizomenon",8,120,NA,6,317.479921483097
"264","SJR1","T24","cyanobacteria aphanizomenon",4,80,NA,10,80.3336335540839
"265","SJR1","T24","cyanobacteria aphanizomenon",4,128,NA,8,57.6921822065244
"266","YBP1","IC","cyanobacteria aphanizomenon",4,80,NA,2,15.517284666553
"267","YBP1","IC","cyanobacteria aphanizomenon",6,160,NA,3,108.690339823009
"268","YBP1","IC","cyanobacteria aphanizomenon",8,80,NA,35,372.279616383343
"269","YBP1","FC","cyanobacteria aphanizomenon",8,80,NA,17,545.666427342889
"270","YBP1","FC","cyanobacteria aphanizomenon",8,320,NA,1,122.911883813223
"271","YBP1","T24","cyanobacteria aphanizomenon",4,80,NA,5,39.9463622392975
"272","YBP1","T24","cyanobacteria aphanizomenon",4,128,NA,1,12.6853633115468
"273","WLD2","IC","cyanobacteria aphanizomenon",8,80,NA,106,1116.8472394399
"274","WLD2","FC","cyanobacteria aphanizomenon",8,80,NA,148,1608.88056142647
"275","WLD2","T24","cyanobacteria aphanizomenon",8,80,NA,41,619.862489233057
"276","LSZ2","IC","cyanobacteria aphanizomenon",4,80,NA,10,79.2835206971678
"277","LSZ2","FC","cyanobacteria aphanizomenon",8,80,NA,12,380.975905779716
"278","LSZ2","T24","cyanobacteria aphanizomenon",4,80,NA,11,90.4515762834418
"279","LSZ2","T24","cyanobacteria aphanizomenon",8,80,NA,5,159.086933333333
"280","LSZ2","T24","cyanobacteria aphanizomenon",8,120,NA,1,47.7782967177243
"281","SJR2","IC","cyanobacteria aphanizomenon",8,80,NA,80,846.777058121795
"282","SJR2","FC","cyanobacteria aphanizomenon",4,56,NA,14,77.9525973333333
"283","SJR2","FC","cyanobacteria aphanizomenon",8,80,NA,30,955.565934354486
"284","SJR2","FC","cyanobacteria aphanizomenon",8,120,NA,64,3044.48719477124
"285","SJR2","T24","cyanobacteria aphanizomenon",8,80,NA,28,296.500350201589
"286","YBP2","IC","cyanobacteria aphanizomenon",8,80,NA,415,5773.6015566376
"287","YBP2","FC","cyanobacteria aphanizomenon",4,56,NA,123,1130.33073939394
"288","YBP2","FC","cyanobacteria aphanizomenon",8,32,NA,143,5055.42921481482
"289","YBP2","FC","cyanobacteria aphanizomenon",8,80,NA,7,1114.82692341357
"290","YBP2","T24","cyanobacteria aphanizomenon",8,80,NA,105,5083.3501242221
"291","YBP2","T24","cyanobacteria aphanizomenon",8,120,NA,130,10262.142472885
"292","YBP2","T24","cyanobacteria aphanizomenon",8,320,NA,4,1503.86304900885
"293","SJR1","IC","cyanobacteria dolichospermum",4,80,NA,15,119.839086717892
"294","SJR1","IC","cyanobacteria dolichospermum",8,40,NA,1,15.978544895719
"295","SJR1","T24","cyanobacteria dolichospermum",6,40,NA,1,10.1467304451274
"296","SJR1","T24","cyanobacteria dolichospermum",8,40,NA,11,176.733993818985
"297","YBP1","IC","cyanobacteria dolichospermum",4,48,NA,3,14.4920453097345
"298","YBP1","IC","cyanobacteria dolichospermum",4,64,NA,13,83.4548653583241
"299","YBP1","IC","cyanobacteria dolichospermum",6,200,NA,6,261.854178748081
"300","YBP1","FC","cyanobacteria dolichospermum",4,80,NA,1,7.68199273832644
"301","YBP1","FC","cyanobacteria dolichospermum",4,160,NA,1,16.0490125689085
"302","YBP1","FC","cyanobacteria dolichospermum",6,56,NA,3,34.6865403050109
"303","YBP1","T24","cyanobacteria dolichospermum",4,48,NA,3,14.3806904061471
"304","WLD2","IC","cyanobacteria dolichospermum",4,80,NA,9,72.2205565600882
"305","WLD2","FC","cyanobacteria dolichospermum",4,64,NA,3,20.1278407079646
"306","WLD2","FC","cyanobacteria dolichospermum",6,200,NA,2,90.0770693069307
"307","WLD2","FC","cyanobacteria dolichospermum",8,40,NA,1,16.0667267108168
"308","WLD2","T24","cyanobacteria dolichospermum",4,240,NA,1,23.1731635252165
"309","SJR2","IC","cyanobacteria dolichospermum",8,80,NA,28,890.886826666667
"310","SJR2","FC","cyanobacteria dolichospermum",6,64,NA,5,71.58912
"311","SJR2","FC","cyanobacteria dolichospermum",8,80,NA,10,318.521978118162
"312","SJR2","T24","cyanobacteria dolichospermum",6,80,NA,9,160.724210250818
"313","YBP2","IC","cyanobacteria dolichospermum",4,40,NA,76,376.186933623504
"314","YBP2","IC","cyanobacteria dolichospermum",4,120,NA,28,492.913993808049
"315","YBP2","IC","cyanobacteria dolichospermum",8,80,NA,16,637.043956236324
"316","YBP2","FC","cyanobacteria dolichospermum",4,40,NA,22,144.40926984127
"317","YBP2","FC","cyanobacteria dolichospermum",4,64,NA,123,1291.80655930736
"318","YBP2","FC","cyanobacteria dolichospermum",8,80,NA,1,88.3816296296296
"319","YBP2","FC","cyanobacteria dolichospermum",8,144,NA,2,573.339560612691
"320","YBP2","T24","cyanobacteria dolichospermum",6,200,NA,5,370.029175704989
"321","YBP1","FC","cyanobacteria NA",4,24,NA,11,25.3505760364772
"322","YBP1","T24","cyanobacteria NA",4,50,NA,1,4.75945007114757
"323","WLD2","IC","cyanobacteria other",1.6,80,NA,1,1.27269546666667
"324","WLD2","IC","cyanobacteria other",4,80,NA,42,337.029263947078
"325","WLD2","IC","cyanobacteria other",4,96,NA,11,100.738821239829
"326","WLD2","IC","cyanobacteria other",6,80,NA,14,250.56192
